tipo	fabricante	modelo	portas/capacidade	autonomia	ano	placa	renavam	chassi
carro	Volkswagen	Gol	4	8.62	2017	PDJ-7341	13142059442	9BWGZHOZ9VMH1UXM4
van	Mercedes-Benz	Sprinter	10	14.67	2016	PEF-7532	26529987293	9BMZZ6NU9LFYU9CS5
van	Mercedes-Benz	Sprinter	14	9.42	2017	PZE-2853	03700675567	9BMCE6FHWCJA4HKCM
carro	Honda	Civic	4	7.72	2016	OHZ-7202	72222312272	93HOYW93QVZ4TXOHD
carro	Renault	Logan	2	13.05	2017	PFC-3995	26315183684	93YP50IW1FX304IM0
van	Fiat	Ducato	14	11.75	2017	PBQ-3517	94004130014	9BDF8BU5J60FME56F
carro	Volkswagen	Gol	4	7.64	2017	ORI-9132	81821901917	9BWZCUE36U5GJYJP8
van	Mercedes-Benz	Sprinter	17	12.32	2017	PQB-7441	14033006058	9BMVCNYP5FALVQYYT
carro	Honda	Civic	2	11.72	2017	PUT-1401	54451326880	93HNG5V8F0HWHMEIK
carro	Toyota	Corolla	4	9.89	2017	PFB-6449	34556839399	9BR1T0H2X1UNEVSMA
carro	Volkswagen	Gol	4	8.29	2015	PYR-0656	77313407995	9BWNKSEZ4TUPTLJ1N
carro	Volkswagen	Gol	4	5.61	2017	PDE-0410	43810629332	9BWHNG7NFN1W301ZD
ute	Mercedes-Benz	Sprinter	1800	5.24	2017	ORG-3244	19632412160	9BMTQFWQ3N2TVR2SC
van	Fiat	Ducato	12	12.79	2016	PLU-2942	98969949634	9BD590RW1LTXV1OY8
carro	Fiat	Uno	4	8.21	2017	PJU-7547	72786130723	9BDMJWWN944XOOXVB
carro	Fiat	Uno	4	10.07	2017	PAF-9112	87633915451	9BDW5XC0CXRRT632J
carro	Volkswagen	Gol	4	12.36	2014	PGS-1416	62782690833	9BWY11O0LIJE8Q38D
carro	Fiat	Uno	4	11.5	2017	PQS-8148	45277861907	9BDP2FTDLNJM89SOF
van	Fiat	Ducato	17	9.53	2017	PKN-7112	02362641979	9BDP2N0G8IBKGLM5Q
carro	Fiat	Uno	4	8.3	2017	PIZ-4201	94435038367	9BDVSLHHMC3O9B205
carro	Chevrolet	Prisma	4	12.33	2016	PMZ-7437	12356640496	9BGLNQ9B7G3WTAA4P
carro	Honda	Civic	4	16.14	2016	PAB-9948	78739581438	93H0SY6XC2JR6OUWK
van	Mercedes-Benz	Sprinter	13	11.29	2017	OQC-3434	74399556069	9BMMIJKHB3RPCH1F7
ute	Fiat	Ducato	1800	7.52	2015	PMT-6193	75501112561	9BDEJVXFJZXZ1QD4X
van	Fiat	Ducato	15	9.16	2014	PPP-6893	68916789369	9BDPX3I7Q2S710A1K
carro	Chevrolet	Onix	2	11.91	2015	PCG-2476	51787336639	9BG9M210MI3MXW5JS
van	Fiat	Ducato	13	10.69	2017	PVR-2515	21077025716	9BD2IT0NDR21TX0MS
carro	Fiat	Uno	2	10.4	2017	PDJ-8854	29499230385	9BDU88QF7Y8XBM34W
carro	Ford	Ka	2	9.79	2017	PKR-1442	41097352691	9BFF99U0WU5MVIBFF
carro	Fiat	Uno	4	12.91	2017	OGT-6672	04951708028	9BD89K14U7L4HZB1J
carro	Chevrolet	Spin	4	9.38	2014	OSZ-6769	85345685768	9BGPSZKTN9SMURZCR
carro	Chevrolet	Onix	4	14.74	2017	PMW-1947	21645891024	9BGZE1JPV0IY7TDEU
van	Mercedes-Benz	Sprinter	10	10.61	2017	PMQ-1316	07808488857	9BMPIUHDYYYURLR4Q
ute	Fiat	Ducato	1800	10.27	2017	PEU-4480	18512072760	9BDE5IN2EKH0AIDQ4
van	Mercedes-Benz	Sprinter	8	11.94	2015	PTA-9239	68471385797	9BMYXEKH20ZI83HL4
carro	Ford	Ka	2	7.27	2015	PXU-4457	26138309775	9BFL52IUV2V4B26G5
van	Mercedes-Benz	Sprinter	8	5.95	2016	PRD-7603	17397504095	9BMP9CLABIAB5VBHV
ute	Fiat	Ducato	1800	15.32	2015	PFK-2346	16141893233	9BDQ7CPSOH3LL1PEY
van	Fiat	Ducato	9	10.04	2016	OBP-2641	43238421891	9BDO2WBFY56A2L5M6
van	Fiat	Ducato	15	12.29	2017	PMP-9737	28055438121	9BDDS4JH3RI4554V8
van	Fiat	Ducato	13	7.96	2017	PUE-7468	60903032879	9BDB16FXOGIHSNKI9
van	Mercedes-Benz	Sprinter	13	12.7	2017	PPL-2489	96554438557	9BM51QMTH5H4X11C6
van	Mercedes-Benz	Sprinter	13	9.6	2016	PEZ-5747	36368864710	9BMHXQY84LAFRRX5X
carro	Chevrolet	Spin	4	13.35	2017	PDZ-0683	66868409319	9BGDA98QMQYAVLTRI
ute	Mercedes-Benz	Sprinter	1800	10.95	2017	PPD-1382	75880259017	9BMJ51CO3CML8VRE3
carro	Renault	Sandero	2	11.66	2014	PSU-9848	62197474463	93Y8GH2IM9HXDZVSS
carro	Ford	Ka	4	10.14	2017	PCE-6300	32591994183	9BFDHK99R84YASKXN
van	Fiat	Ducato	13	9.59	2015	PBJ-5160	66515006071	9BD4EIFP7TXMXCB6Y
carro	Chevrolet	Prisma	4	12.48	2015	PYD-8049	90357819928	9BGLMHQ7AFI4EXGYA
carro	Toyota	Corolla	4	13.13	2017	PUK-8652	94452280013	9BRK5OUK67XPGY9AR
van	Fiat	Ducato	13	9.71	2016	PTH-6922	04231924517	9BDH4P127UFBJWU0F
carro	Chevrolet	Prisma	4	9.42	2017	OEB-7230	39758251591	9BGR97QBYWYA4XZV0
carro	Volkswagen	Gol	4	6.32	2017	PTJ-9415	53507965063	9BWTUMZDJ24YULGK9
carro	Fiat	Uno	4	12.9	2017	PKU-9711	73406882683	9BDJI2EU9NRUVVN8U
van	Fiat	Ducato	14	8.89	2017	PQM-6566	32275232992	9BDAY0BU5HM9SWFOE
carro	Renault	Logan	4	11.21	2017	OQO-4465	41636197381	93Y7EKXVTMVQVKFGL
carro	Renault	Logan	4	9.97	2017	PNX-5714	44167595139	93Y7N8HPTSS5B5YEQ
carro	Honda	Civic	4	9.15	2017	PTY-6962	08649932501	93HPDRZJ5CQTIFYA5
van	Mercedes-Benz	Sprinter	11	9.95	2017	PLD-6422	16062819195	9BMNIAQIVO31N2BVR
carro	Honda	Civic	4	8.44	2017	PPQ-6022	33952631983	93HPNQBGK4A4NUHCA
van	Fiat	Ducato	9	8.89	2017	PLM-1120	74012743255	9BDHD7WQ2L2OWAQYX
carro	Ford	Ka+	4	13.31	2017	PDY-5825	96489991261	9BFWZNLD7UTUGYMZ2
carro	Honda	Civic	2	12.3	2016	PRZ-5711	38483133287	93HI7M7SANBDT485F
ute	Mercedes-Benz	Sprinter	1800	12.3	2017	PRB-2723	20534882950	9BM7185EPXOTBQNI5
carro	Volkswagen	Gol	4	11.71	2017	ORR-2788	88745289187	9BWBMOGQC06614RA0
carro	Ford	Ka	4	9.87	2017	OAD-8951	32937785816	9BF3OOWY5CVB9VJ47
carro	Fiat	Uno	2	17.07	2017	PRA-1848	90203893907	9BDH65I60TAQD73IM
carro	Honda	Civic	4	9.03	2016	PSN-9731	85901538015	93HUW1JYXLWOJRSWR
carro	Renault	Sandero	4	12.04	2015	PLO-0312	16607014615	93YUQCJI08GNUM53P
carro	Ford	Ka+	4	9.95	2015	PXA-1426	36209555963	9BFFSFE7HPS48NIOB
carro	Toyota	Corolla	4	16.82	2017	PYI-4715	32238213046	9BRTPIYKMLLL2LB8W
carro	Toyota	Corolla	4	10.94	2016	OSN-7577	38467225522	9BRW447XS9RPTFPA7
carro	Ford	Ka+	4	13.54	2015	PNW-8092	96536994139	9BF6S4JNMJKGVI86C
carro	Renault	Logan	2	8.71	2017	PTQ-9143	78504690822	93YJK5JPOWTX0B45C
carro	Renault	Logan	4	9.65	2017	PNX-2101	11723770621	93Y305YNPJXW53GXN
carro	Toyota	Corolla	4	11.4	2015	PAC-3989	58519574666	9BRMOOIRF0ZX0EUFU
carro	Chevrolet	Spin	4	11.59	2017	PNJ-9529	97583254041	9BGQRB15UURD7UVTV
carro	Ford	Ka	4	10.68	2014	PBX-5231	29611064269	9BF72BYQINTU67X0R
carro	Ford	Ka	4	10.81	2016	PMD-4146	96989998255	9BFLTDF3NNIJ2C3KP
carro	Ford	Ka+	4	6.75	2017	PVX-9865	11549959256	9BF7JOD8X718QZSH9
van	Mercedes-Benz	Sprinter	10	10.49	2017	PTS-6534	68416167096	9BM18902FEXR77IOM
ute	Mercedes-Benz	Sprinter	1800	7.29	2017	PYW-9826	26341620134	9BMAQTQFF13TE2T9F
ute	Fiat	Ducato	1800	6.89	2017	PEL-3259	23631115072	9BDFADY50VJXZ3WF3
van	Mercedes-Benz	Sprinter	12	8.41	2015	PKS-4401	44992915659	9BMIAXDTCRBAYPLAI
carro	Renault	Logan	4	12.45	2014	PAT-1755	26913036489	93Y9Y71IR1VSKXN2Y
carro	Ford	Ka+	4	2.98	2016	PRM-8456	41677256411	9BF4IN7V8PQKFB04Y
carro	Fiat	Uno	4	9.46	2017	PND-2394	26929915903	9BD6BIM8OMWSG4NC6
van	Fiat	Ducato	11	9.65	2017	OUG-3077	50258877211	9BDENX1KENJPSAGRE
van	Mercedes-Benz	Sprinter	12	8.94	2015	PQG-1346	23062366256	9BMXIXO9YK3XZNQOE
carro	Toyota	Corolla	4	12.24	2015	PUR-2024	49565402766	9BRD95MEZ538DGY7S
van	Fiat	Ducato	12	13.55	2014	PNJ-0815	35271760471	9BDSPZLZYGF1V28YA
carro	Toyota	Corolla	4	6.95	2017	PZG-7124	40991395343	9BRP7337IE929MBXB
carro	Volkswagen	Gol	4	10.51	2017	OUN-4045	34011636818	9BWJOQ5RDVJ8LO6LC
carro	Ford	Ka	2	9.77	2017	PRQ-0715	84817277873	9BFLHGJU5ESJFJHMZ
carro	Ford	Ka	4	9.13	2015	PHB-7893	34035308206	9BFXHU2VOHV88HMXL
carro	Chevrolet	Prisma	2	13.38	2015	PJH-7840	18099239648	9BG17XJQ3L8RPUXHY
carro	Toyota	Corolla	4	8.2	2017	PXD-5958	12658714263	9BRMTSIMTF26F87N5
van	Mercedes-Benz	Sprinter	16	9.43	2017	PKN-9268	08475757489	9BMDUZ7DSQL4HQVDS
carro	Chevrolet	Spin	4	12.0	2016	PZF-2811	92877596857	9BG4UOZD75ZXBQJ0Z
carro	Fiat	Uno	4	8.94	2015	PWK-6669	81014037819	9BDXJRL62P5XNH44L
van	Fiat	Ducato	13	11.82	2017	PLL-4757	11398777881	9BDI3DVKGX7J5E417
carro	Toyota	Corolla	2	11.11	2017	PZE-4913	91746218460	9BRR7OQS77A3IF6SK
van	Fiat	Ducato	9	11.02	2016	PTO-2811	29653627222	9BD99RAKSBA4ZOP95
carro	Fiat	Uno	4	12.41	2016	PJQ-9572	89743297346	9BD2N7H9AVBVFBFAH
carro	Volkswagen	Gol	4	16.9	2017	PAD-2060	08030927578	9BWL0AP2KOLO8V4FH
carro	Honda	Civic	4	10.63	2017	PNN-6636	14811015193	93HBH00C2XGJ1WCV0
ute	Fiat	Ducato	1800	8.22	2017	OFL-8796	45482202527	9BDQ401U1JVSTGKUQ
van	Fiat	Ducato	8	9.47	2017	PLR-2467	50039003429	9BDLKIX7KYPO8SRWL
van	Fiat	Ducato	8	7.06	2017	PDF-1655	47609961015	9BDODX6ZVYEMAG9T4
carro	Ford	Ka+	2	8.16	2015	PPA-1779	97303252377	9BF8LM6JKPOKVL6YL
carro	Ford	Ka+	4	10.44	2015	PDR-5896	12103723955	9BF1OQTIKLD5IH6SL
carro	Volkswagen	Gol	2	12.18	2016	PIA-6558	95769118450	9BWU401Y8TLSIREX9
van	Fiat	Ducato	15	10.15	2017	PVP-9720	73553490784	9BDMOZBHII2VXQ7FW
carro	Ford	Ka	2	12.61	2017	OAA-4823	84221949227	9BFE78G2HH9DHDRXU
carro	Fiat	Uno	2	14.14	2015	PMH-2771	34104963210	9BDJFWP8D5JZAS25J
carro	Chevrolet	Onix	4	13.92	2017	PLV-8211	25070096450	9BGG0GAO92SMUFOH6
carro	Renault	Sandero	4	13.5	2017	OML-2768	23394682878	93YC86XP7DUV22P4U
van	Mercedes-Benz	Sprinter	18	9.95	2017	PTF-1898	75227377964	9BM325TVRU6NIEM7Z
carro	Chevrolet	Onix	4	13.21	2016	PKW-0098	90947774275	9BG7IP2WFL2CZOHS6
carro	Volkswagen	Gol	4	11.01	2017	OLR-0446	77108666238	9BW4JXQ7RRQ2GF1XS
carro	Toyota	Corolla	4	6.9	2014	PNT-5679	46039752373	9BRF4HE9EDYU3Z3H8
carro	Honda	Civic	2	11.72	2017	PVP-1905	15750203320	93HQFYZ5NZAV343UY
ute	Fiat	Ducato	1800	10.75	2016	PFG-1416	51725884519	9BDYO0EGEKPDS24C7
ute	Mercedes-Benz	Sprinter	1800	13.46	2017	PMP-5400	99512196468	9BM8PFB743DQIO71R
ute	Fiat	Ducato	1800	11.2	2017	PYW-9146	16793892975	9BD6K93R10U5M9ZJY
van	Mercedes-Benz	Sprinter	13	14.81	2015	ODG-7867	45885757475	9BMNMUVD7BLEFAC1S
ute	Mercedes-Benz	Sprinter	1800	12.5	2017	PPP-8253	66988401406	9BM0RM722ZEJWXTDU
ute	Fiat	Ducato	1800	12.73	2017	OKT-9255	11193578373	9BDMPO4EU5RFIW25Q
carro	Volkswagen	Gol	4	15.21	2016	PGE-3295	69096565508	9BW2BO6OA2EKVSQS8
van	Fiat	Ducato	11	8.44	2016	OHJ-9882	07698883521	9BDQVELHLHAT515CZ
carro	Renault	Sandero	4	5.88	2015	PHQ-4487	81293412200	93Y968QKYDSST8A7N
carro	Ford	Ka	4	10.45	2014	OIH-1987	52329954321	9BFD48PY8WVYEXP8M
carro	Volkswagen	Gol	4	9.4	2015	PTI-9490	00839937856	9BWSFYPVTQTO36A82
van	Mercedes-Benz	Sprinter	8	9.3	2017	PIV-3619	63868238699	9BMW4IJ8QYMDNBF0D
ute	Mercedes-Benz	Sprinter	1800	9.04	2017	OXP-1612	11351135908	9BMUFWC6W3KBFJO47
carro	Volkswagen	Gol	4	12.21	2017	PQN-5880	14880983705	9BWC6K0OJF2EGEUL8
van	Fiat	Ducato	7	10.22	2017	PBT-8725	76518937225	9BDENXR1Y7P6LYM69
van	Fiat	Ducato	10	9.87	2015	POP-2010	44246383544	9BDTSCCLOYIYK097T
ute	Mercedes-Benz	Sprinter	1800	11.54	2017	PCE-1190	52323036494	9BMFQFUY749LFK9GL
carro	Renault	Logan	4	13.11	2017	PHP-3643	18963687074	93YZB3J0FOI52ZJHO
ute	Mercedes-Benz	Sprinter	1800	11.61	2015	OSO-6461	52387663506	9BMYZFBCG4NU1EWH9
carro	Chevrolet	Spin	4	10.83	2016	PZX-8765	12498065290	9BGTA0CMEOIX3DK3A
van	Mercedes-Benz	Sprinter	19	10.36	2015	PUJ-7600	35659379269	9BMYVSNX73BWSJXDN
carro	Fiat	Uno	4	11.74	2017	PPX-9018	97916031194	9BDSWUMIRICTUBCR9
carro	Toyota	Corolla	4	12.79	2016	PKO-6444	66314206483	9BR458CDCHNKIP88R
carro	Chevrolet	Prisma	4	12.54	2015	PGQ-1159	16991700624	9BGG7COL5EAQEHI64
van	Mercedes-Benz	Sprinter	7	8.7	2016	PLF-0791	28044687114	9BMAWPGF7529AY32Y
van	Fiat	Ducato	14	14.72	2017	OJZ-4131	95916127323	9BDQA5S38Y98922FF
carro	Honda	Civic	4	8.5	2017	PTL-3517	21096591204	93HRTXS62PNOVV5R5
van	Fiat	Ducato	12	10.67	2016	PLB-2844	47901415320	9BDUCQ2R9PAWESP86
carro	Renault	Logan	4	15.44	2017	PKA-5470	53067684207	93YL999MTM9INEGX5
van	Fiat	Ducato	9	15.6	2017	PVT-3796	66428444378	9BD79UHVOZDYF1TUM
carro	Volkswagen	Gol	4	13.45	2015	PLS-8258	27902442739	9BWMI1Q5OD10PE9HZ
van	Mercedes-Benz	Sprinter	10	11.4	2015	PLR-8091	38048075319	9BMR27PGSZ40X5BUX
van	Fiat	Ducato	9	10.75	2016	PKD-7793	82765349274	9BDWNU6X76UEBIWXG
carro	Ford	Ka+	4	9.8	2015	PFL-2266	22361389380	9BF63T9UZLSW3SCV0
carro	Renault	Sandero	4	9.38	2015	PDS-6786	28813844570	93Y9CC7H1H7QCWJIM
carro	Chevrolet	Spin	4	14.22	2014	PBO-9236	27912801914	9BGYTIPDZSZ3BLMTO
van	Fiat	Ducato	10	10.75	2017	PZE-3638	44314445604	9BDMVUGY5YINHBJQ9
carro	Renault	Sandero	4	14.94	2015	OPS-2253	85164648251	93Y7XT4XV8W6RWAK0
ute	Fiat	Ducato	1800	8.47	2015	PPE-8571	51093161421	9BDGF44JW8OO2O5S4
carro	Volkswagen	Gol	4	9.25	2016	PKQ-3342	05617430653	9BWGNQJVLBOR8AXDN
van	Mercedes-Benz	Sprinter	14	7.43	2014	PCM-6519	32616828512	9BML0207NEA5QPGEN
carro	Toyota	Corolla	4	10.2	2016	OOQ-2238	45038578586	9BR78GLSZJZ9BJRE7
carro	Volkswagen	Gol	2	10.69	2017	OBS-3405	29094800251	9BWUJHYZ87S9WAOQT
carro	Ford	Ka+	4	7.04	2017	PKJ-8996	44513927237	9BFWS8SH59OTPLPVR
carro	Toyota	Corolla	4	10.18	2017	OJM-1070	13615615849	9BRE1ALQATHLSG3OZ
ute	Fiat	Ducato	1800	13.33	2017	PFD-5565	43453928114	9BDXZ0DQ7RMGL5EXX
ute	Mercedes-Benz	Sprinter	1800	10.8	2014	POS-3599	72832349046	9BMPLLDZAPPLBB2PZ
carro	Toyota	Corolla	2	11.52	2015	POD-9532	16864508160	9BRJKZOTW9XW8UY74
ute	Fiat	Ducato	1800	9.69	2015	PPI-3480	25509007171	9BDJSY3XOD1QO1TDP
ute	Mercedes-Benz	Sprinter	1800	10.3	2015	PIM-7868	36947974149	9BMGSWQD62F19UY1O
carro	Fiat	Uno	4	9.98	2017	PHN-0816	25555315742	9BDU3H87TK9H70PSN
carro	Renault	Sandero	4	10.94	2016	OFH-2129	15354450578	93Y69X4XC9Z0H1XSC
carro	Fiat	Uno	4	10.54	2015	PMP-8195	21757062751	9BD6VD92MQ38UGAUF
carro	Ford	Ka+	4	8.54	2015	OIN-7786	36767813438	9BF4M4A1LEGWKNAL2
van	Mercedes-Benz	Sprinter	12	14.9	2015	PCM-1453	42803935149	9BM0JTRDDRZBMZH79
van	Fiat	Ducato	11	14.82	2015	PTV-2805	09239476263	9BDEDZNN381P6WR1Q
van	Mercedes-Benz	Sprinter	12	10.05	2017	PPY-0371	36707903027	9BMN0B0JLLRZZ0IFQ
carro	Volkswagen	Gol	4	11.12	2016	PVQ-9586	59300836660	9BWNJL8ERDJAMEACI
van	Mercedes-Benz	Sprinter	15	12.21	2016	POA-6987	29672274613	9BM4LDXFMZ2UD0MK2
carro	Volkswagen	Gol	2	13.76	2016	PPD-8369	16118707798	9BW8XKPCOTTAELPRW
ute	Fiat	Ducato	1800	9.21	2017	OEY-0913	05326609669	9BD2ZBSWQY22HIQG2
van	Mercedes-Benz	Sprinter	11	11.43	2015	PTD-9380	77898091524	9BM4HQGLWO2ULMX0F
carro	Fiat	Uno	4	11.91	2017	PZK-1683	70100239110	9BD03G6OG6IR2PT02
van	Fiat	Ducato	18	14.01	2016	PYJ-8770	64488712243	9BD1TN50T7XZLRYKA
carro	Honda	Civic	4	12.25	2017	PFZ-3293	12085328109	93HGKQTAKO71JA1S9
carro	Honda	Civic	4	9.12	2017	PUI-3523	51301338101	93H4G0D5ZW43G2ZTM
van	Fiat	Ducato	13	10.11	2015	PWD-2181	47829865918	9BDB2K7516EMFRWEV
carro	Chevrolet	Prisma	4	5.52	2016	PQT-7284	38204524992	9BGNO3B3NBMEMCRL7
carro	Ford	Ka+	2	15.96	2014	PIY-0327	16306040482	9BFY559CC58XWRVTX
carro	Fiat	Uno	4	10.92	2015	PZU-8860	48584073030	9BDCP0TRCMW5GTU0B
van	Fiat	Ducato	11	12.16	2015	PTO-9094	01908290791	9BDDBEM3JMI9FUB6K
carro	Ford	Ka	4	13.66	2015	PGB-0508	32345797054	9BF2S4Z6GDSG9TB8Q
carro	Honda	Civic	4	8.65	2014	PFH-3697	79675061825	93HRCCVM84X2QFTY6
carro	Ford	Ka	4	12.62	2017	OVV-0455	97665120328	9BFW74XQXRX31YF8Q
carro	Ford	Ka+	4	8.92	2017	PZQ-4735	91366909729	9BFSGYNGIYX54N4MT
van	Fiat	Ducato	11	13.4	2016	PFC-4407	43561169833	9BDCP2QOO4IUZNJ5F
carro	Volkswagen	Gol	4	12.98	2017	PYA-3458	94771570724	9BWGT5J52WXMSRF81
carro	Honda	Civic	4	7.09	2015	OMP-1879	39360747117	93HTCY9CHLQJZF5Z6
van	Mercedes-Benz	Sprinter	14	14.68	2017	OZT-6297	02881548540	9BM3R2YB1I7S1FF2R
carro	Renault	Sandero	4	8.72	2014	PSM-8217	28791973688	93YYLJ3U1SSCPCX7L
carro	Ford	Ka	4	11.73	2017	PMU-4716	02418440199	9BF53LDJVMP8UIHMG
carro	Chevrolet	Prisma	2	14.37	2017	OOB-1552	42309797507	9BGEKVND1CMWK7ZCN
carro	Fiat	Uno	4	10.55	2014	PNM-4269	83107479245	9BD2TGM6YFMTQ0AL7
ute	Mercedes-Benz	Sprinter	1800	9.13	2017	PLC-8985	42737952317	9BM5RWP62C1R8VCOD
ute	Fiat	Ducato	1800	7.51	2017	PCT-2282	27454906812	9BDM15DZY7VUIF9RR
carro	Honda	Civic	4	12.14	2017	OAG-6138	82103320486	93HUUSFO1QU74KPLM
carro	Honda	Civic	4	11.93	2016	PRQ-0291	55556175649	93HPHBH40B3BN2Z4N
carro	Volkswagen	Gol	4	14.79	2017	POG-6289	87584233561	9BWXOF1IU0MQQ337O
carro	Renault	Sandero	2	11.2	2015	PLI-6431	50330861916	93YYPZODGBLAOW6HQ
carro	Renault	Logan	2	14.9	2015	PZD-8069	00761845497	93YOGBUENSKARJQAP
carro	Ford	Ka	4	9.71	2017	PZJ-6602	43492997793	9BFNL2QQK3L8Z4D0Q
carro	Ford	Ka	4	12.38	2015	PLQ-2204	30934351936	9BFJSSEWEVP2H2A6W
van	Mercedes-Benz	Sprinter	9	11.21	2016	PPT-1011	47538775202	9BM0BA9OW6XXHYXJH
van	Fiat	Ducato	13	15.14	2017	PNZ-4869	48491813228	9BDZY59UT596GS2Z3
ute	Fiat	Ducato	1800	12.47	2017	PBY-2366	12053377158	9BDSZN6G09ROKHFTQ
carro	Renault	Logan	4	12.58	2015	PTY-1923	67476880241	93YA8FQYKQYAK2R14
carro	Volkswagen	Gol	4	12.8	2016	PLW-3476	18274756071	9BW9QXLGFQAQ5Z02H
van	Fiat	Ducato	14	14.67	2017	PPL-7185	38016218597	9BDTGK51OZ6DPHCV9
carro	Fiat	Uno	2	11.73	2016	PHZ-2982	39079095199	9BDH3WIOCYD9GNYN6
carro	Chevrolet	Prisma	4	10.8	2015	PXU-9579	28599408227	9BG64EA6HV6J5J1IC
carro	Chevrolet	Prisma	4	9.34	2016	PWI-8044	18190395824	9BGY7EHQHS4YPT9OC
ute	Fiat	Ducato	1800	12.05	2017	PWO-9744	82587128347	9BD8HNQU72XCOZLYA
carro	Volkswagen	Gol	4	10.44	2017	PEL-3923	15813452111	9BW35MLODL8VM7IQ5
van	Mercedes-Benz	Sprinter	18	8.12	2016	PKU-0291	06723439583	9BMYXYTRJXT6N7TC1
carro	Chevrolet	Spin	2	9.09	2017	PIX-9371	59486787695	9BGL7PK4FKS0GAKRQ
van	Mercedes-Benz	Sprinter	12	11.58	2015	PYY-6076	58001956169	9BM7GCMHXP4TUE7YG
carro	Toyota	Corolla	4	10.75	2014	PHD-4702	81541561685	9BR21A14113IL29CX
carro	Honda	Civic	4	11.35	2017	OUJ-6133	31599171600	93HQQJ6RO44K4R807
carro	Honda	Civic	4	10.48	2015	PYF-8140	47202849092	93HHKUUKSCSUO0VGN
carro	Honda	Civic	2	10.97	2017	OPQ-8696	26316634595	93H06NXKYMCU23S6U
carro	Renault	Sandero	4	13.0	2016	PAC-7862	41684104958	93YT7J3LQR678R1C6
carro	Toyota	Corolla	4	14.05	2017	OTE-3552	85723934310	9BRG3OLXP4E1317DH
carro	Toyota	Corolla	4	12.22	2017	PRO-3576	53899044977	9BRAPWF1Y9CZLC0ZC
carro	Toyota	Corolla	2	9.43	2015	OII-2906	04559111818	9BRZXQXMQ36LBNOEV
van	Mercedes-Benz	Sprinter	15	9.78	2016	PLZ-4963	01192394807	9BM3FY26QR8RTETHO
carro	Fiat	Uno	4	10.06	2016	PLS-0975	98611749158	9BDYNG35CVVSIQIYN
carro	Ford	Ka+	4	11.15	2016	PCW-5856	70500675130	9BFNVMVKDKNF409XS
carro	Toyota	Corolla	4	13.26	2017	PZL-5110	80720814612	9BR8VNH05QEFMQMRQ
ute	Mercedes-Benz	Sprinter	1800	13.14	2015	PMW-4401	60583086217	9BMMH425RKIMWKKYD
carro	Chevrolet	Spin	2	11.9	2017	POY-8558	14164050943	9BGH4VMGH0J90XUMD
ute	Fiat	Ducato	1800	11.04	2016	OJI-9659	95616852167	9BDYT1N63Y0V6009G
ute	Mercedes-Benz	Sprinter	1800	12.53	2016	OHW-0782	10077085376	9BMHXX9ADWPPV32MN
carro	Volkswagen	Gol	4	7.11	2017	PFN-9164	29912784201	9BWQHSADY2L7QVURH
carro	Volkswagen	Gol	2	12.58	2015	PLU-0108	85654039214	9BW5R9BA25GVAEEGI
carro	Volkswagen	Gol	2	11.72	2017	PIL-3020	47073956679	9BWF1OWWCKYHLBFDX
ute	Mercedes-Benz	Sprinter	1800	11.26	2017	PXS-8446	64443204245	9BMS3MDCRG6TB9QRS
carro	Honda	Civic	4	7.94	2017	PQU-9391	21652341622	93HS0QWA5ML6YCLU5
carro	Fiat	Uno	4	9.02	2015	OEX-3449	19112081279	9BD371FM2FVPEBM8Y
carro	Fiat	Uno	2	9.92	2017	PHA-5980	38696951559	9BDRNT6GINKHBMG7E
carro	Toyota	Corolla	2	12.06	2017	PKV-0608	26361966247	9BRZW9BMBEP9RQWKH
van	Mercedes-Benz	Sprinter	10	11.72	2015	PPE-0258	56653739003	9BM6EOLRRMTRZHH1K
carro	Ford	Ka	2	7.2	2016	OQY-3647	78606058030	9BFGVJPJ24ZM4CAJ9
carro	Ford	Ka+	4	12.66	2016	PCE-0759	86534230389	9BFD5KSTHAMTNGPL6
ute	Mercedes-Benz	Sprinter	1800	15.33	2014	PLX-8973	99992890107	9BMWJUO8UKX2SA3PN
carro	Fiat	Uno	4	4.86	2017	PUD-0443	42478647911	9BDWOSH4IMF5ZY5Z1
carro	Honda	Civic	4	11.43	2015	PNA-2765	59758650880	93H1U810ZHPFPPKUE
carro	Volkswagen	Gol	4	9.5	2017	PGB-7939	11265350526	9BWPGATI39LTNQHWK
carro	Toyota	Corolla	4	7.05	2016	PIZ-1048	47541220590	9BR0F4BPL59F5CLVZ
van	Fiat	Ducato	16	9.75	2017	OPN-4106	87971813847	9BD0M8455GIJOJ2UF
carro	Chevrolet	Onix	4	10.06	2017	PHW-5670	20550220216	9BGYCX0OSGQ7EYHVF
carro	Toyota	Corolla	4	14.05	2015	PGK-1154	81813469570	9BRX8FRMH74H5YX0S
carro	Honda	Civic	4	12.98	2016	PZW-2578	34433743381	93HAZLJX37AC8S32A
carro	Fiat	Uno	4	11.72	2017	OOY-3287	46807185485	9BDJEEUK7UVKONT6F
carro	Renault	Sandero	2	12.79	2017	PDR-8077	79625259181	93Y79RVOZOVZV03LU
carro	Volkswagen	Gol	4	10.39	2016	OXM-5087	14421920038	9BW5H1K1O7ECEQX5B
carro	Toyota	Corolla	4	11.26	2017	PZQ-9760	60142916129	9BRFHR1I7QMVZO8QJ
